Idx,Raw,Python,Rust_5_2,smoothed,smoothed,smoothed,smoothed,smoothed
6791,7.094749168,9.859866889,8.443411345,9.85986688877964,9.85986688877964,9.85986688877964,9.85986688877964,9.85986688877964
6792,7.726617619,10.01403884,7.495095457,10.014038836202001,10.014038836202001,10.014038836202001,10.014038836202001,10.014038836202001
6793,9.330347957,10.66384944,8.587688616,10.663849435820925,10.663849435820925,10.663849435820925,10.663849435820925,10.663849435820925
6794,10.84030545,11.28023776,13.12410319,11.280237757328027,11.280237757328027,11.280237757328027,11.280237757328027,11.280237757328027
6795,19.85521437,12.11254631,16.75865335,12.112546312564932,12.112546312564932,12.112546312564932,12.112546312564932,12.112546312564932
6796,17.32949208,13.21999783,19.69049686,13.219997827427704,13.219997827427704,13.219997827427704,13.219997827427704,13.219997827427704
6797,20.34410126,13.94750566,19.23853253,13.9475056653554,13.9475056653554,13.9475056653554,13.9475056653554,13.9475056653554
6798,18.43494882,14.84848531,18.18238192,14.848485314113274,14.848485314113274,14.848485314113274,14.848485314113274,14.848485314113274
6799,14.03624347,15.8785089,14.48686238,15.878508905453288,15.878508905453288,15.878508905453288,15.878508905453288,15.878508905453288
6800,12.52880771,16.77480838,13.20576669,16.774808384857398,16.774808384857398,16.774808384857398,16.774808384857398,16.774808384857398
6801,14.03624347,17.14082157,12.79837117,17.140821566365094,17.140821566365094,17.140821566365094,17.140821566365094,17.140821566365094
6802,10.78429787,17.32975638,11.20362085,17.329756379961307,17.329756379961307,17.329756379961307,17.329756379961307,17.329756379961307
6803,9.440561565,16.77969959,9.193938826,16.779699586890153,16.779699586890153,16.779699586890153,16.779699586890153,16.779699586890153
6804,11.78052378,16.64677397,14.26793801,16.64677396979451,16.64677396979451,16.64677396979451,16.64677396979451,16.64677396979451
6805,22.456939,15.89151883,17.5633293,15.891518828374087,15.891518828374087,15.891518828374087,15.891518828374087,15.891518828374087
6806,17.10272897,15.44203518,22.99515821,15.442035176482413,15.442035176482413,15.442035176482413,15.442035176482413,15.442035176482413
6807,28.44292862,14.54428909,23.52226095,14.544289094636293,14.544289094636293,14.544289094636293,14.544289094636293,14.544289094636293
6808,20.45756512,13.64380648,22.63055755,13.64380648364436,13.64380648364436,13.64380648364436,13.64380648364436,13.64380648364436
6809,14.53445508,12.88054229,13.01582054,12.880542294070022,12.880542294070022,12.880542294070022,12.880542294070022,12.880542294070022
6810,6.709836808,11.98814031,9.493121377,11.988140308410166,11.988140308410166,11.988140308410166,11.988140308410166,11.988140308410166
6811,10.73735162,11.13589273,7.944570345,11.13589273014248,11.13589273014248,11.13589273014248,11.13589273014248,11.13589273014248
6812,7.898987519,10.52750923,10.57992762,10.52750923176482,10.52750923176482,10.52750923176482,10.52750923176482,10.52750923176482
6813,12.05918069,10.20498071,9.008180227,10.204980713980426,10.204980713980426,10.204980713980426,10.204980713980426,10.204980713980426
6814,5.804732761,10.17322766,8.168932147,10.173227660571591,10.173227660571591,10.173227660571591,10.173227660571591,10.173227660571591
6815,7.31745076,10.48670585,6.384265579,10.486705851644889,10.486705851644889,10.486705851644889,10.486705851644889,10.486705851644889
6816,7.196815534,10.14315858,7.443735596,10.14315858048097,10.14315858048097,10.14315858048097,10.14315858048097,10.14315858048097
6817,6.929468372,10.3160054,5.997414175,10.316005400862117,10.316005400862117,10.316005400862117,10.316005400862117,10.316005400862117
6818,5.121316511,10.25625309,6.890033765,10.25625308781382,10.25625308781382,10.25625308781382,10.25625308781382,10.25625308781382
6819,11.25223282,10.1503829,10.45196931,10.150382903298228,10.150382903298228,10.150382903298228,10.150382903298228,10.150382903298228
6820,14.16705552,10.2128052,13.07021447,10.212805200862368,10.212805200862368,10.212805200862368,10.212805200862368,10.212805200862368
6821,12.04703049,10.55675711,14.43884552,10.556757108336855,10.556757108336855,10.556757108336855,10.556757108336855,10.556757108336855
6822,15.86988256,11.11821853,12.20274537,11.118218525062039,11.118218525062039,11.118218525062039,11.118218525062039,11.118218525062039
6823,8.70882792,11.88416884,13.25893296,11.884168837650419,11.884168837650419,11.884168837650419,11.884168837650419,11.884168837650419
6824,16.42035004,12.61061153,12.12232089,12.61061153450895,12.61061153450895,12.61061153450895,12.61061153450895,12.61061153450895
6825,11.77637356,13.64694126,15.3591527,13.64694126004562,13.64694126004562,13.64694126004562,13.64694126004562,13.64694126004562
6826,17.69249648,13.94092258,15.22317572,13.940922577235927,13.940922577235927,13.940922577235927,13.940922577235927,13.940922577235927
6827,15.28522683,14.44603989,16.18851377,14.446039889437952,14.446039889437952,14.446039889437952,14.446039889437952,14.446039889437952
6828,14.47981483,14.28613641,14.80801514,14.286136410263065,14.286136410263065,14.286136410263065,14.286136410263065,14.286136410263065
6829,14.66316315,13.90910795,13.59242004,13.909107954576596,13.909107954576596,13.909107954576596,13.909107954576596,13.909107954576596
6830,11.39317084,13.37540725,12.84855838,13.375407252768456,13.375407252768456,13.375407252768456,13.375407252768456,13.375407252768456
6831,12.7197399,12.99538948,11.36300988,12.995389483393783,12.995389483393783,12.995389483393783,12.995389483393783,12.995389483393783
6832,9.713251026,12.08868388,10.42798981,12.088683885004388,12.088683885004388,12.088683885004388,12.088683885004388,12.088683885004388
6833,9.272601776,11.16222699,9.02312315,11.162226994557832,11.162226994557832,11.162226994557832,11.162226994557832,11.162226994557832
6834,9.958070599,9.848562659,11.43444358,9.848562660176144,9.848562660176144,9.848562660176144,9.848562660176144,9.848562660176144
6835,13.24051992,8.836750955,9.419381921,8.836750956010171,8.836750956010171,8.836750956010171,8.836750956010171,8.836750956010171
6836,3.366460664,7.63224028,7.87018119,7.632240280932458,7.632240280932458,7.632240280932458,7.632240280932458,7.632240280932458
6837,9.162347045,6.321940197,6.516997896,6.321940197519899,6.321940197519899,6.321940197519899,6.321940197519899,6.321940197519899
6838,6.91122712,4.944586868,7.498351766,4.944586868607794,4.944586868607794,4.944586868607794,4.944586868607794,4.944586868607794
6839,3.758555685,3.954538024,3.427792917,3.9545380243411925,3.9545380243411925,3.9545380243411925,3.9545380243411925,3.9545380243411925
6840,-8.42E-11,2.758613649,0.31775712,2.7586136489601683,2.7586136489601683,2.7586136489601683,2.7586136489601683,2.7586136489601683
6841,-0.209873711,1.570617177,0.495528264,1.570617177267723,1.570617177267723,1.570617177267723,1.570617177267723,1.570617177267723
6842,3.576334375,0.383502113,3.197834727,0.3835021132875105,0.3835021132875105,0.3835021132875105,0.3835021132875105,0.3835021132875105
6843,3.576334375,-0.572007507,1.755065872,-0.5720075068180657,-0.5720075068180657,-0.5720075068180657,-0.5720075068180657,-0.5720075068180657
6844,-3.576334375,-1.158798451,-0.27400285,-1.1587984505437823,-1.1587984505437823,-1.1587984505437823,-1.1587984505437823,-1.1587984505437823
6845,0,-1.759706398,-3.176041962,-1.759706397945173,-1.759706397945173,-1.759706397945173,-1.759706397945173,-1.759706397945173
6846,-6.340191746,-2.152132673,-4.704953792,-2.1521326733515043,-2.1521326733515043,-2.1521326733515043,-2.1521326733515043,-2.1521326733515043
6847,-6.188615964,-2.452551396,-5.700566207,-2.452551396249948,-2.452551396249948,-2.452551396249948,-2.452551396249948,-2.452551396249948
6848,-2.214755127,-2.724727308,-3.37656705,-2.7247273082938817,-2.7247273082938817,-2.7247273082938817,-2.7247273082938817,-2.7247273082938817
6849,-2.782005538,-2.833069852,-2.417710349,-2.8330698518541206,-2.8330698518541206,-2.8330698518541206,-2.8330698518541206,-2.8330698518541206
6850,-2.699291057,-2.900469083,-2.075671162,-2.900469082899688,-2.900469082899688,-2.900469082899688,-2.900469082899688,-2.900469082899688
6851,-1.025646076,-2.774235377,-2.271549146,-2.7742353766210184,-2.7742353766210184,-2.7742353766210184,-2.7742353766210184,-2.7742353766210184
6852,-4.095670434,-2.744051576,-3.051014244,-2.7440515763878057,-2.7440515763878057,-2.7440515763878057,-2.7440515763878057,-2.7440515763878057
6853,-3.708428158,-2.507618925,-4.514903734,-2.507618925427595,-2.507618925427595,-2.507618925427595,-2.507618925427595,-2.507618925427595
6854,-3.850638823,-1.945245944,-2.614176711,-1.945245943573,-1.945245943573,-1.945245943573,-1.945245943573,-1.945245943573
6855,0.899859715,-1.628257661,-0.132288027,-1.628257661118068,-1.628257661118068,-1.628257661118068,-1.628257661118068,-1.628257661118068
6856,1.539838288,-1.40823711,1.903971127,-1.4082371101847664,-1.4082371101847664,-1.4082371101847664,-1.4082371101847664,-1.4082371101847664
6857,1.107791377,-0.766405308,0.300596825,-0.7664053083187209,-0.7664053083187209,-0.7664053083187209,-0.7664053083187209,-0.7664053083187209
6858,-1.60600299,-0.544122346,0.018399049,-0.5441223460331518,-0.5441223460331518,-0.5441223460331518,-0.5441223460331518,-0.5441223460331518
6859,1.60600299,-0.231032497,0.009291237,-0.23103249674361392,-0.23103249674361392,-0.23103249674361392,-0.23103249674361392,-0.23103249674361392
6860,0,-0.058270689,1.541147757,-0.05827068895544409,-0.05827068895544409,-0.05827068895544409,-0.05827068895544409,-0.05827068895544409
6861,1.460482511,0.233538763,-0.968761922,0.23353876312307495,0.23353876312307495,0.23353876312307495,0.23353876312307495,0.23353876312307495
6862,-4.108112177,0.563701767,-0.834701215,0.5637017674175258,0.5637017674175258,0.5637017674175258,0.5637017674175258,0.5637017674175258
6863,1.539838289,0.423542371,-1.44568906,0.4235423713458415,0.4235423713458415,0.4235423713458415,0.4235423713458415,0.4235423713458415
6864,-1.539838289,0.360272189,0.86920853,0.3602721887530874,0.3602721887530874,0.3602721887530874,0.3602721887530874,0.3602721887530874
6865,1.539838289,0.372279561,-0.957594099,0.37227956127974443,0.37227956127974443,0.37227956127974443,0.37227956127974443,0.37227956127974443
6866,-2.439698003,0.217061936,0.311402409,0.2170619363866235,0.2170619363866235,0.2170619363866235,0.2170619363866235,0.2170619363866235
6867,2.439698003,0.161496495,0.1215886,0.16149649555698598,0.16149649555698598,0.16149649555698598,0.16149649555698598,0.16149649555698598
6868,6.28E-10,0.373589931,1.30021483,0.373589931048499,0.373589931048499,0.373589931048499,0.373589931048499,0.373589931048499
6869,1.107791377,0.319732582,0.715499714,0.3197325825602165,0.3197325825602165,0.3197325825602165,0.3197325825602165,0.3197325825602165
6870,1.460482512,0.088006013,1.660142772,0.08800601316246706,0.08800601316246706,0.08800601316246706,0.08800601316246706,0.08800601316246706
6871,1.332219854,0.116377721,0.816238198,0.11637772094397847,0.11637772094397847,0.11637772094397847,0.11637772094397847,0.11637772094397847
6872,-1.332219853,-0.158064516,-1.416190146,-0.15806451578299913,-0.15806451578299913,-0.15806451578299913,-0.15806451578299913,-0.15806451578299913
6873,-2.568273889,-0.030244906,-0.717709874,-0.030244906165319885,-0.030244906165319885,-0.030244906165319885,-0.030244906165319885,-0.030244906165319885
6874,2.568273888,0.004863644,-0.399464505,0.004863643928466187,0.004863643928466187,0.004863643928466187,0.004863643928466187,0.004863643928466187
6875,-2.568273888,0.146554689,-0.241712054,0.14655468945881572,0.14655468945881572,0.14655468945881572,0.14655468945881572,0.14655468945881572
6876,0,0.291701132,-0.625921077,0.2917011318175673,0.2917011318175673,0.2917011318175673,0.2917011318175673,0.2917011318175673
6877,1.107791376,0.225671249,0.158255911,0.22567124940627295,0.22567124940627295,0.22567124940627295,0.22567124940627295,0.22567124940627295
6878,-1.107791376,-0.009001586,0.722295137,-0.009001586124742555,-0.009001586124742555,-0.009001586124742555,-0.009001586124742555,-0.009001586124742555
6879,2.568273889,0.177807267,0.772679584,0.1778072671205425,0.1778072671205425,0.1778072671205425,0.1778072671205425,0.1778072671205425
6880,-8.75E-10,0.064594812,0.861314321,0.06459481211706952,0.06459481211706952,0.06459481211706952,0.06459481211706952,0.06459481211706952
6881,8.75E-10,-0.085579551,0.570951366,-0.08557955135058924,-0.08557955135058924,-0.08557955135058924,-0.08557955135058924,-0.08557955135058924
6882,1.332219854,-0.168286966,-0.81117171,-0.16828696626236783,-0.16828696626236783,-0.16828696626236783,-0.16828696626236783,-0.16828696626236783
6883,-3.900493743,-0.09768482,-0.867100839,-0.09768481980666925,-0.09768481980666925,-0.09768481980666925,-0.09768481980666925,-0.09768481980666925
6884,1.410940821,-0.312694069,-1.20075061,-0.31269406931398713,-0.31269406931398713,-0.31269406931398713,-0.31269406931398713,-0.31269406931398713
6885,-1.013978723,-0.261182502,0.8767932,-0.2611825018655605,-0.2611825018655605,-0.2611825018655605,-0.2611825018655605,-0.2611825018655605
6886,1.013978722,-0.285499392,-0.993924331,-0.2854993916807097,-0.2854993916807097,-0.2854993916807097,-0.2854993916807097,-0.2854993916807097
6887,-2.374961515,-0.283833883,-0.015809064,-0.28383388312537033,-0.28383388312537033,-0.28383388312537033,-0.28383388312537033,-0.28383388312537033
6888,2.374961515,-0.346635948,1.01139167,-0.34663594821756255,-0.34663594821756255,-0.34663594821756255,-0.34663594821756255,-0.34663594821756255
6889,1.296063499,-0.361662058,0.27206439,-0.361662057846417,-0.361662057846417,-0.361662057846417,-0.361662057846417,-0.361662057846417
6890,-3.671025014,-0.403080898,-0.765237148,-0.40308089789449514,-0.40308089789449514,-0.40308089789449514,-0.40308089789449514,-0.40308089789449514
6891,1.360982793,-0.427731401,-2.071567693,-0.42773140070347543,-0.42773140070347543,-0.42773140070347543,-0.42773140070347543,-0.42773140070347543
6892,-3.621484704,-0.672627111,-0.371543521,-0.6726271111621289,-0.6726271111621289,-0.6726271111621289,-0.6726271111621289,-0.6726271111621289
6893,1.414423211,-0.673336107,-0.972168357,-0.6733361069871402,-0.6733361069871402,-0.6733361069871402,-0.6733361069871402,-0.6733361069871402
6894,-1.414423211,-0.556539172,-0.812041239,-0.5565391719362817,-0.5565391719362817,-0.5565391719362817,-0.5565391719362817,-0.5565391719362817
6895,-2.147585429,-0.602961126,-0.912979295,-0.6029611259175628,-0.6029611259175628,-0.6029611259175628,-0.6029611259175628,-0.6029611259175628
6896,2.147585429,-0.47137226,0.78674129,-0.47137225968652596,-0.47137225968652596,-0.47137225968652596,-0.47137225968652596,-0.47137225968652596
6897,2.35E-10,-0.375426139,-0.689062976,-0.37542613856452645,-0.37542613856452645,-0.37542613856452645,-0.37542613856452645,-0.37542613856452645
6898,-4.184916126,-0.57248777,-1.518238916,-0.5724877698771268,-0.5724877698771268,-0.5724877698771268,-0.5724877698771268,-0.5724877698771268
6899,2.037330698,-0.28408058,-0.270639416,-0.28408058037722383,-0.28408058037722383,-0.28408058037722383,-0.28408058037722383,-0.28408058037722383
6900,-6.44E-10,-0.490364367,0.184078751,-0.4903643664695645,-0.4903643664695645,-0.4903643664695645,-0.4903643664695645,-0.4903643664695645
6901,-2.037330696,-0.467643501,-0.465675588,-0.46764350137716826,-0.46764350137716826,-0.46764350137716826,-0.46764350137716826,-0.46764350137716826
6902,2.037330697,-0.454401461,0.465675588,-0.4544014613131647,-0.4544014613131647,-0.4544014613131647,-0.4544014613131647,-0.4544014613131647
6903,-6.44E-10,-0.396293418,0.174628345,-0.39629341808677376,-0.39629341808677376,-0.39629341808677376,-0.39629341808677376,-0.39629341808677376
6904,-2.037330696,-0.132331539,-1.338817315,-0.13233153862357452,-0.13233153862357452,-0.13233153862357452,-0.13233153862357452,-0.13233153862357452
6905,-4.46E-10,-0.142200558,0.174628346,-0.14220055768160297,-0.14220055768160297,-0.14220055768160297,-0.14220055768160297,-0.14220055768160297
6906,2.037330697,0.013975388,0.425421843,0.013975387791464004,0.013975387791464004,0.013975387791464004,0.013975387791464004,0.013975387791464004
6907,-2.037330697,-0.063684518,-0.08977852,-0.06368451800700853,-0.06368451800700853,-0.06368451800700853,-0.06368451800700853,-0.06368451800700853
6908,0.469627019,0.208424229,-0.806052153,0.2084242286223863,0.2084242286223863,0.2084242286223863,0.2084242286223863,0.2084242286223863
6909,-0.469627019,0.219905707,-0.067089574,0.21990570680259758,0.21990570680259758,0.21990570680259758,0.21990570680259758,0.21990570680259758
6910,-4.46E-10,0.001524005,0.671873005,0.0015240046216953712,0.0015240046216953712,0.0015240046216953712,0.0015240046216953712,0.0015240046216953712
6911,2.037330697,0.238508801,0.331300987,0.23850880138427977,0.23850880138427977,0.23850880138427977,0.23850880138427977,0.23850880138427977
6912,-2.037330697,0.136118605,-0.291047242,0.13611860464081305,0.13611860464081305,0.13611860464081305,0.13611860464081305,0.13611860464081305
6913,-4.46E-10,0.449497079,-1.047770073,0.44949707878768225,0.44949707878768225,0.44949707878768225,0.44949707878768225,0.44949707878768225
6914,4.46E-10,0.244387515,0.748229593,0.24438751464854425,0.24438751464854425,0.24438751464854425,0.24438751464854425,0.24438751464854425
6915,2.037330696,0.56199765,1.236285237,0.561997649907753,0.561997649907753,0.561997649907753,0.561997649907753,0.561997649907753
6916,1.457308231,0.887593609,2.681955134,0.8875936089340051,0.8875936089340051,0.8875936089340051,0.8875936089340051,0.8875936089340051
6917,2.950779109,0.83996435,0.294301085,0.8399643501542922,0.8399643501542922,0.8399643501542922,0.8399643501542922,0.8399643501542922
6918,-3.078957373,0.903438015,1.184191783,0.9034380150878946,0.9034380150878946,0.9034380150878946,0.9034380150878946,0.9034380150878946
6919,4.763641691,1.121008867,0.366589473,1.121008866559875,1.121008866559875,1.121008866559875,1.121008866559875,1.121008866559875
6920,-1.862620949,1.018590457,1.066488183,1.018590457378308,1.018590457378308,1.018590457378308,1.018590457378308,1.018590457378308
6921,-3.41E-10,0.974161181,-1.532883497,0.9741611806884923,0.9741611806884923,0.9741611806884923,0.9741611806884923,0.9741611806884923
6922,-0.863690044,0.888113939,0.358407461,0.8881139390210254,0.8881139390210254,0.8881139390210254,0.8881139390210254,0.8881139390210254
6923,2.214755127,0.512378744,1.317404997,0.5123787443824458,0.5123787443824458,0.5123787443824458,0.5123787443824458,0.5123787443824458
6924,1.645977498,0.361722001,1.59025949,0.36172200074454275,0.36172200074454275,0.36172200074454275,0.36172200074454275,0.36172200074454275
6925,0.3097039,0.192321469,1.268799992,0.19232146862223043,0.19232146862223043,0.19232146862223043,0.19232146862223043,0.19232146862223043
6926,1.73570459,0.026410755,0.064283528,0.026410755097225763,0.026410755097225763,0.026410755097225763,0.026410755097225763,0.026410755097225763
6927,-1.73570459,-0.504477077,0.16717396,-0.504477076459412,-0.504477076459412,-0.504477076459412,-0.504477076459412,-0.504477076459412
6928,1.735704589,-0.54355838,1.015062344,-0.5435583803814577,-0.5435583803814577,-0.5435583803814577,-0.5435583803814577,-0.5435583803814577
6929,1.789910608,-0.771987726,0.404476195,-0.7719877259293397,-0.7719877259293397,-0.7719877259293397,-0.7719877259293397,-0.7719877259293397
6930,-3.525615197,-1.109785215,-0.964097297,-1.1097852153191945,-1.1097852153191945,-1.1097852153191945,-1.1097852153191945,-1.1097852153191945
6931,0,-1.045178178,-2.495944913,-1.0451781782415985,-1.0451781782415985,-1.0451781782415985,-1.0451781782415985,-1.0451781782415985
6932,-3.30674648,-1.266954545,-0.601246801,-1.2669545450592865,-1.2669545450592865,-1.2669545450592865,-1.2669545450592865,-1.2669545450592865
6933,3.41E-10,-1.16973095,-3.907583493,-1.1697309498726332,-1.1697309498726332,-1.1697309498726332,-1.1697309498726332,-1.1697309498726332
6934,-8.198068846,-1.115863236,-3.846182216,-1.1158632358040885,-1.1158632358040885,-1.1158632358040885,-1.1158632358040885,-1.1158632358040885
6935,-0.430787217,-1.080161549,-2.808031826,-1.0801615488660294,-1.0801615488660294,-1.0801615488660294,-1.0801615488660294,-1.0801615488660294
6936,2.74E-10,-1.012442264,-0.292903424,-1.012442264356848,-1.012442264356848,-1.012442264356848,-1.012442264356848,-1.012442264356848
6937,-2.473031648,-0.899339616,-1.149732441,-0.8993396156694852,-0.8993396156694852,-0.8993396156694852,-0.8993396156694852,-0.8993396156694852
6938,-2.54E-10,-0.989715321,-0.90601553,-0.9897153209961053,-0.9897153209961053,-0.9897153209961053,-0.9897153209961053,-0.9897153209961053
6939,-0.169513647,-0.817298823,-0.03874852,-0.8172988225782369,-0.8172988225782369,-0.8172988225782369,-0.8172988225782369,-0.8172988225782369
6940,8.70E-10,-0.797083806,0.615430882,-0.7970838058813925,-0.7970838058813925,-0.7970838058813925,-0.7970838058813925,-0.7970838058813925
6941,1.964520384,-0.689613119,1.160554486,-0.6896131192642613,-0.6896131192642613,-0.6896131192642613,-0.6896131192642613,-0.6896131192642613
6942,-2.32E-10,-0.598650358,-0.262320779,-0.5986503576859739,-0.5986503576859739,-0.5986503576859739,-0.5986503576859739,-0.5986503576859739
6943,-2.238006514,-0.286797982,-0.581202773,-0.2867979817760752,-0.2867979817760752,-0.2867979817760752,-0.2867979817760752,-0.2867979817760752
6944,1.966464569,-0.302581074,0.008503447,-0.3025810740889968,-0.3025810740889968,-0.3025810740889968,-0.3025810740889968,-0.3025810740889968
6945,-9.73E-10,-0.242041372,1.920286029,-0.24204137172943332,-0.24204137172943332,-0.24204137172943332,-0.24204137172943332,-0.24204137172943332
6946,2.09206628,-0.316330288,-0.657890705,-0.31633028819103015,-0.31633028819103015,-0.31633028819103015,-0.31633028819103015,-0.31633028819103015
6947,-3.931207103,-0.400174632,-0.561601014,-0.40017463229490574,-0.40017463229490574,-0.40017463229490574,-0.40017463229490574,-0.40017463229490574
6948,1.839140824,-0.150610607,-0.148578137,-0.15061060739909032,-0.15061060739909032,-0.15061060739909032,-0.15061060739909032,-0.15061060739909032
6949,-9.73E-10,-0.320578989,-1.131992595,-0.32057898847098204,-0.32057898847098204,-0.32057898847098204,-0.32057898847098204,-0.32057898847098204
6950,-5.661685099,-0.43057603,-2.115769005,-0.4305760299501827,-0.4305760299501827,-0.4305760299501827,-0.4305760299501827,-0.4305760299501827
6951,1.847610266,-0.253638746,-1.686796768,-0.25363874574995815,-0.25363874574995815,-0.25363874574995815,-0.25363874574995815,-0.25363874574995815
6952,-1.847610266,-0.338939153,0.259710631,-0.3389391528396028,-0.3389391528396028,-0.3389391528396028,-0.3389391528396028,-0.3389391528396028
6953,0.111905677,-0.175052604,-0.579710518,-0.17505260354552268,-0.17505260354552268,-0.17505260354552268,-0.17505260354552268,-0.17505260354552268
6954,-5.83E-10,-0.351704669,-0.45232799,-0.3517046690358874,-0.3517046690358874,-0.3517046690358874,-0.3517046690358874,-0.3517046690358874
6955,-1.840629786,-0.063120279,-0.971434488,-0.06312027883621311,-0.06312027883621311,-0.06312027883621311,-0.06312027883621311,-0.06312027883621311
6956,0.209873712,0.050412128,0.029981959,0.05041212794076997,0.05041212794076997,0.05041212794076997,0.05041212794076997,0.05041212794076997
6957,1.630756074,0.137398267,1.161585582,0.1373982667485473,0.1373982667485473,0.1373982667485473,0.1373982667485473,0.1373982667485473
6958,-7.62E-10,0.16718341,-0.306542947,0.1671834095363683,0.1671834095363683,0.1671834095363683,0.1671834095363683,0.1671834095363683
6959,-1.630756074,0.321192037,0.222354471,0.32119203697488163,0.32119203697488163,0.32119203697488163,0.32119203697488163,0.32119203697488163
6960,3.366460663,0.282023876,1.076021669,0.2820238757786754,0.2820238757786754,0.2820238757786754,0.2820238757786754,0.2820238757786754
6961,1.12E-11,0.45103493,0.967073476,0.45103492946286405,0.45103492946286405,0.45103492946286405,0.45103492946286405,0.45103492946286405
6962,-8.02E-10,0.356893336,0.995854005,0.3568933355452948,0.3568933355452948,0.3568933355452948,0.3568933355452948,0.3568933355452948
6963,3.814074835,0.323057625,1.752401447,0.32305762543418914,0.32305762543418914,0.32305762543418914,0.32305762543418914,0.32305762543418914
6964,0.271541946,0.471709447,2.405821017,0.4717094467592232,0.4717094467592232,0.4717094467592232,0.4717094467592232,0.4717094467592232
6965,2.254574966,0.2522366,0.2691772,0.252236599807513,0.252236599807513,0.252236599807513,0.252236599807513,0.252236599807513
6966,-2.254574966,0.136704346,-1.226660468,0.13670434567981968,0.13670434567981968,0.13670434567981968,0.13670434567981968,0.13670434567981968
6967,-2.11068277,-0.147137238,-1.03395192,-0.14713723803337617,-0.14713723803337617,-0.14713723803337617,-0.14713723803337617,-0.14713723803337617
6968,1.839140824,-0.114003162,-0.796024531,-0.11400316243517561,-0.11400316243517561,-0.11400316243517561,-0.11400316243517561,-0.11400316243517561
6969,-3.814074834,-0.563106455,-1.644667763,-0.5631064545471534,-0.5631064545471534,-0.5631064545471534,-0.5631064545471534,-0.5631064545471534
6970,-1.735704589,-0.892131565,-2.142114534,-0.8921315651483319,-0.8921315651483319,-0.8921315651483319,-0.8921315651483319,-0.8921315651483319
6971,0.099127547,-0.697156548,-0.889003328,-0.6971565477629946,-0.6971565477629946,-0.6971565477629946,-0.6971565477629946,-0.6971565477629946
6972,-1.543253078,-0.98668992,0.118151442,-0.9866899196369285,-0.9866899196369285,-0.9866899196369285,-0.9866899196369285,-0.9866899196369285
6973,1.631672421,-0.868179813,-0.108157666,-0.8681798133720943,-0.8681798133720943,-0.8681798133720943,-0.8681798133720943,-0.8681798133720943
6974,-1.464629806,-0.810882174,-0.59632182,-0.810882173806981,-0.810882173806981,-0.810882173806981,-0.810882173806981,-0.810882173806981
6975,-1.622675922,-0.737305254,-1.467792066,-0.7373052541610788,-0.7373052541610788,-0.7373052541610788,-0.7373052541610788,-0.7373052541610788
6976,0.236758072,-0.644149144,0.416181004,-0.644149144221257,-0.644149144221257,-0.644149144221257,-0.644149144221257,-0.644149144221257
6977,1.38591785,-0.461571678,-0.251586313,-0.46157167769771296,-0.46157167769771296,-0.46157167769771296,-0.46157167769771296,-0.46157167769771296
6978,-2.996218453,-0.247940333,-0.267162813,-0.24794033282033853,-0.24794033282033853,-0.24794033282033853,-0.24794033282033853,-0.24794033282033853
6979,1.373542531,-0.020435229,-1.672867109,-0.020435229511263673,-0.020435229511263673,-0.020435229511263673,-0.020435229511263673,-0.020435229511263673
6980,-3.060588296,0.19803602,-0.152020822,0.198036020163472,0.198036020163472,0.198036020163472,0.198036020163472,0.198036020163472
6981,1.687045765,0.464279305,-0.489591313,0.46427930484855157,0.46427930484855157,0.46427930484855157,0.46427930484855157,0.46427930484855157
6982,-0.331185788,0.645614439,0.550938789,0.6456144390176789,0.6456144390176789,0.6456144390176789,0.6456144390176789,0.6456144390176789
6983,0.331185788,0.696546909,0.872711477,0.6965469094122149,0.6965469094122149,0.6965469094122149,0.6965469094122149,0.6965469094122149
6984,2.829175838,0.639452551,1.392325699,0.6394525514181013,0.6394525514181013,0.6394525514181013,0.6394525514181013,0.6394525514181013
6985,0,0.627791792,1.287969866,0.627791792124229,0.627791792124229,0.627791792124229,0.627791792124229,0.627791792124229
6986,1.444125531,0.353555381,0.747487384,0.3535553807773284,0.3535553807773284,0.3535553807773284,0.3535553807773284,0.3535553807773284
6987,1.735704588,0.356362822,2.712533406,0.35636282163368455,0.35636282163368455,0.35636282163368455,0.35636282163368455,0.35636282163368455
6988,3.576334376,0.210854169,1.77405441,0.2108541692344805,0.2108541692344805,0.2108541692344805,0.2108541692344805,0.2108541692344805
6989,-1.728724109,-0.175239186,-0.544509945,-0.1752391861843011,-0.1752391861843011,-0.1752391861843011,-0.1752391861843011,-0.1752391861843011
6990,-1.847610267,-0.126826323,-0.894419067,-0.12682632322711573,-0.12682632322711573,-0.12682632322711573,-0.12682632322711573,-0.12682632322711573
6991,1.73570459,-0.255444574,-0.880390518,-0.2554445743894924,-0.2554445743894924,-0.2554445743894924,-0.2554445743894924,-0.2554445743894924
6992,-3.583314855,-0.449509964,-0.948634244,-0.449509964034814,-0.449509964034814,-0.449509964034814,-0.449509964034814,-0.449509964034814
6993,0.111905677,-0.353652557,-1.322985587,-0.35365255695250286,-0.35365255695250286,-0.35365255695250286,-0.35365255695250286,-0.35365255695250286
6994,-7.62E-10,-0.469518185,0.641971018,-0.46951818455630057,-0.46951818455630057,-0.46951818455630057,-0.46951818455630057,-0.46951818455630057
6995,7.62E-10,-0.465445595,-1.029961329,-0.46544559533376073,-0.46544559533376073,-0.46544559533376073,-0.46544559533376073,-0.46544559533376073
